0.047039,0.037743
0.042765,0.030442
0.05016,0.061096
0.037235,0.043521
0.045023,0.04721
0.038581,0.044594
0.044013,0.057596
0.024005,0.033595
0.044103,0.044766
0.06861,0.026441
0.031859,0.025355
0.04925,0.038628
0.00818,0.041136
0.030347,0.049658
0.056594,0.028722
0.04631,0.035301
0.042592,0.048285
0.047185,0.039375
0.025921,0.028334
0.020254,0.040369
0.058637,0.041047
0.016074,0.03226
0.038653,0.038671
0.041255,0.041874
0.052549,0.017904
0.055049,0.050044
0.014245,0.026665
0.03611,0.031099
0.025942,0.039774
0.043693,0.037019
0.032448,0.056514
0.055687,0.036921
0.073058,0.041572
0.042155,0.040009
0.044078,0.038824
0.038117,0.033321
0.050725,0.037445
0.05232,0.031566
0.028497,0.042448
0.036664,0.03496
0.030268,0.027557
0.035682,0.0439
0.026835,0.051048
0.028209,0.039417
0.030842,0.048191
0.056739,0.053104
0.016364,0.043412
0.022578,0.051896
0.041865,0.048675
0.022478,0.021872
0.053803,0.029406
0.021783,0.031065
0.043049,0.043885
0.042701,0.03565
0.033986,0.041322
0.05788,0.023942
0.062637,0.027967
0.051992,0.066058
0.044132,0.028876
0.053274,0.049158
0.04882,0.024026
0.020344,0.063451
0.034402,0.038093
0.046228,0.043399
0.034101,0.025914
0.062755,0.053424
0.03408,0.041066
0.024293,0.044833
0.030461,0.047596
0.051083,0.045324
0.030167,0.031548
0.010383,0.03181
0.038231,0.029336
0.038324,0.031269
0.049762,0.056632
0.054693,0.039253
0.038018,0.04062
0.040155,0.039647
0.04565,0.026007
0.038864,0.020385
0.038791,0.027882
0.043697,0.045453
0.048623,0.041876
0.028974,0.030937
0.056294,0.024118
0.038296,0.034222
0.050311,0.027483
0.036388,0.032458
0.012185,0.03373
0.044418,0.045831
0.022423,0.026333
0.02654,0.027504
0.075299,0.06535
0.02699,0.036782
0.038428,0.059348
0.02673,0.05009
0.021962,0.038688
0.048454,0.028317
0.054667,0.031387
0.045606,0.034032
0.043296,0.003424
0.058403,0.03568
0.051989,0.056799
0.048263,0.048617
0.014255,0.032696
0.031298,0.027725
0.052749,0.031451
0.031072,0.040904
0.043346,0.037712
0.046526,0.047038
0.04071,0.030428
0.038368,0.033168
0.049328,0.029207
0.06076,0.050833
0.032227,0.04758
0.058962,0.031894
0.020447,0.032451
0.018543,0.007985
0.026616,0.053276
0.045968,0.034671
0.051396,0.030352
0.050642,0.061683
0.03823,0.034906
0.03798,0.03357
0.042805,0.027837
0.028682,0.031003
0.032254,0.044271
0.038044,0.043235
0.042254,0.028592
0.061477,0.045382
0.054527,0.058514
0.02817,0.046788
0.060748,0.03737
0.04216,0.038162
0.016714,0.041257
0.045057,0.055938
0.02632,0.060529
0.061932,0.02324
0.034727,0.022996
0.019881,0.021647
0.034403,0.03548
0.04438,0.04877
0.049933,0.05013
0.036671,0.027822
0.03786,0.049645
0.032507,0.043119
0.024062,0.044776
0.038902,0.029473
0.036434,0.054165
0.028601,0.022245
0.034473,0.055012
0.038465,0.036614
0.038486,0.035139
0.040142,0.02741
0.019992,0.022876
0.032514,0.040127
0.027711,0.048948
0.026525,0.052341
0.034037,0.040275
0.040528,0.043754
0.034506,0.041954
0.04473,0.037147
0.020602,0.01787
0.038709,0.037974
0.032146,0.048202
0.03434,0.04809
0.028173,0.036023
0.028932,0.054157
0.048329,0.037534
0.045682,0.042153
0.022387,0.02554
0.061146,0.047019
0.036737,0.038418
0.040632,0.043117
0.056781,0.057634
0.058088,0.034748
0.064731,0.026879
0.034784,0.026433
0.032874,0.037918
0.023915,0.060319
0.051821,0.040932
0.039188,0.057096
0.016045,0.05182
0.047944,0.064516
0.04861,0.036258
0.051928,0.037227
0.031245,0.037289
0.061866,0.030446
0.022382,0.047315
0.064821,0.037383
0.024697,0.041401
0.055126,0.035796
0.046548,0.047807
0.047055,0.039644
0.050754,0.034469
0.041392,0.053854
0.018284,0.047241
0.054532,0.055538
0.0525,0.03652
0.056646,0.039949
0.048606,0.036254
0.038825,0.033185
0.039572,0.026291
0.056565,0.053314
0.049073,0.020754
0.057905,0.05859
0.057243,0.042634
0.062006,0.052786
0.026144,0.041568
0.056076,0.048418
0.050533,0.042525
0.018213,0.051912
0.036582,0.041632
0.054973,0.042084
0.056558,0.022367
0.052375,0.037547
0.036246,0.039764
0.048936,0.036125
0.034658,0.035743
0.036123,0.034814
0.052989,0.040245
0.034107,0.041839
0.041419,0.025115
0.038698,0.052999
0.033017,0.043414
0.022486,0.053571
0.039274,0.03624
0.052671,0.049349
0.054751,0.054637
0.04849,0.049964
0.036094,0.020723
0.022513,0.018885
0.041389,0.032463
0.043358,0.05906
0.03861,0.033752
0.036557,0.043478
0.059938,0.045009
0.034465,0.052381
0.020325,0.047262
0.045903,0.042357
0.053954,0.028765
0.028776,0.045899
0.024059,0.02405
0.050407,0.036094
0.053749,0.032697
0.030638,0.032418
0.046996,0.019609
0.074773,0.035431
0.026166,0.033802
0.042557,0.030668
0.042013,0.038029
0.026211,0.043908
0.012175,0.025464
0.046817,0.021412
0.063084,0.052577
0.058559,0.016397
0.060423,0.029364
0.040837,0.038059
0.017826,0.03436
0.038567,0.032965
0.035968,0.044991
0.028824,0.045976
0.045075,0.041593
0.034409,0.025027
0.040721,0.046217
0.057725,0.02498
0.030712,0.042699
0.026189,0.049819
0.06078,0.046363
0.03265,0.047075
0.038599,0.030743
0.049015,0.039575
0.034317,0.035392
0.022411,0.052263
0.046957,0.039562
0.036548,0.062578
0.045536,0.030326
0.022157,0.02156
0.037893,0.044167
0.055529,0.058831
0.033452,0.04553
0.059333,0.053239
0.026476,0.058632
0.040627,0.032615
0.034166,0.048217
0.028436,0.049855
0.034571,0.036403
0.025891,0.044473
0.046473,0.026848
0.046995,0.046004
0.039691,0.033329
0.066392,0.0375
0.04579,0.048498
0.044357,0.042791
0.04544,0.041565
0.042325,0.03608
0.034511,0.04758
0.022615,0.048186
0.017994,0.038373
0.018593,0.014488
0.024558,0.033613
0.053756,0.056853
0.034854,0.052215
0.030689,0.067963
0.041378,0.038563
0.038908,0.021919
0.046213,0.043013
0.032766,0.041195
0.046912,0.033501
0.047162,0.028382
0.05886,0.030715
0.041205,0.049428
0.040373,0.039117
0.062422,0.044222
0.034153,0.047828
0.030642,0.052403
0.030494,0.027387
0.062816,0.035152
0.036592,0.055149
0.06528,0.036142
0.053537,0.039901
0.032508,0.050995
0.032288,0.029049
0.050883,0.049957
0.028432,0.03523
0.052612,0.048174
0.048899,0.028201
0.038613,0.035255
0.040704,0.030799
0.033255,0.045261
0.050709,0.05091
0.06277,0.028774
0.051882,0.050938
0.039381,0.053935
0.033939,0.050108
0.039714,0.052037
0.012296,0.054461
0.026373,0.031074
0.041164,0.037604
0.051246,0.030264
0.026444,0.040543
0.02417,0.03048
0.046254,0.035629
0.018544,0.026238
0.068951,0.049028
0.066244,0.033712
0.032925,0.039875
0.035642,0.036177
0.055707,0.039287
0.036843,0.041929
0.021626,0.036645
